pays,annee,total,male,female,F 00-14,M 00-14,F 15-29,M 15-29,F 30-44,M 30-44,F 45-59,M 45-59,F 60+,M 60+,00-14,15-29,30-44,45-59,60+
Azerbaijan,1978,5957929.0,2918475,3039454,1075720.0,1125427.0,864981.0,890200.0,464497.0,442567.0,363666.0,314103.0,270590.0,146178.0,2201147.0,1755181.0,907064.0,677769.0,416768.0
Azerbaijan,1979,6053645.0,2967307,3086338,1060680.0,1109691.0,913022.0,938830.0,461456.0,440615.0,379315.0,334081.0,271865.0,144090.0,2170371.0,1851852.0,902071.0,713396.0,415955.0
Azerbaijan,1980,6150738.0,3016298,3134440,1049087.0,1097127.0,956284.0,982716.0,458317.0,438906.0,396373.0,354974.0,274379.0,142575.0,2146214.0,1939000.0,897223.0,751347.0,416954.0
Azerbaijan,1981,6249320.0,3065467,3183853,1041822.0,1090495.0,992153.0,1016500.0,456465.0,437319.0,415915.0,378035.0,277498.0,143118.0,2132317.0,2008653.0,893784.0,793950.0,420616.0
Azerbaijan,1982,6349558.0,3114935,3234623,1038436.0,1088757.0,1021939.0,1042788.0,455286.0,437116.0,437960.0,402236.0,281002.0,144038.0,2127193.0,2064727.0,892402.0,840196.0,425040.0
Azerbaijan,1983,6452076.0,3165026,3287050,1039442.0,1091748.0,1045432.0,1061566.0,457520.0,440838.0,459529.0,424792.0,285127.0,146082.0,2131190.0,2106998.0,898358.0,884321.0,431209.0
Azerbaijan,1984,6557585.0,3216108,3341477,1044877.0,1098833.0,1062996.0,1073495.0,466848.0,451725.0,476335.0,441795.0,290421.0,150260.0,2143710.0,2136491.0,918573.0,918130.0,440681.0
Azerbaijan,1985,6666455.0,3268405,3398050,1054765.0,1109677.0,1074972.0,1079394.0,485120.0,471182.0,485882.0,451103.0,297311.0,157049.0,2164442.0,2154366.0,956302.0,936985.0,454360.0
Azerbaijan,1986,6778633.0,3321891,3456742,1073644.0,1131748.0,1077627.0,1072644.0,511610.0,498418.0,487766.0,451889.0,306095.0,167192.0,2205392.0,2150271.0,1010028.0,939655.0,473287.0
Azerbaijan,1987,6893500.0,3376320,3517180,1097094.0,1156123.0,1074820.0,1061707.0,545786.0,532873.0,482799.0,446141.0,316681.0,179476.0,2253217.0,2136527.0,1078659.0,928940.0,496157.0
Azerbaijan,1988,7010036.0,3431352,3578684,1123243.0,1181128.0,1067695.0,1048699.0,585799.0,572259.0,473324.0,436226.0,328623.0,193040.0,2304371.0,2116394.0,1158058.0,909550.0,521663.0
Azerbaijan,1989,7126891.0,3486555,3640336,1149679.0,1205851.0,1057156.0,1034460.0,629307.0,613754.0,463005.0,425583.0,341189.0,206907.0,2355530.0,2091616.0,1243061.0,888588.0,548096.0
Azerbaijan,1990,7159000.0,3500489,3658511,1161150.0,1215818.0,1031696.0,1007256.0,666958.0,647927.0,448787.0,411388.0,349920.0,218100.0,2376968.0,2038952.0,1314885.0,860175.0,568020.0
Azerbaijan,1991,7271000.0,3553815,3717185,1191721.0,1241373.0,1022779.0,998317.0,710346.0,687462.0,434103.0,396915.0,358236.0,229748.0,2433094.0,2021096.0,1397808.0,831018.0,587984.0
Azerbaijan,1992,7382000.0,3606982,3775018,1216954.0,1265358.0,1013194.0,986994.0,756875.0,729158.0,422287.0,384730.0,365708.0,240742.0,2482312.0,2000188.0,1486033.0,807017.0,606450.0
Azerbaijan,1993,7495000.0,3661399,3833601,1238149.0,1288182.0,1004852.0,975724.0,804335.0,770863.0,413200.0,375074.0,373065.0,251556.0,2526331.0,1980576.0,1575198.0,788274.0,624621.0
Azerbaijan,1994,7597000.0,3710633,3886367,1253890.0,1306921.0,998452.0,966128.0,847894.0,807969.0,405472.0,367289.0,380659.0,262326.0,2560811.0,1964580.0,1655863.0,772761.0,642985.0
Azerbaijan,1995,7685000.0,3753172,3931828,1263340.0,1319814.0,995547.0,960330.0,885132.0,838312.0,398914.0,361587.0,388895.0,273129.0,2583154.0,1955877.0,1723444.0,760501.0,662024.0
Azerbaijan,1996,7763000.0,3790889,3972111,1263567.0,1324731.0,998179.0,960653.0,917921.0,863109.0,393812.0,357271.0,398632.0,285125.0,2588298.0,1958832.0,1781030.0,751083.0,683757.0
Azerbaijan,1997,7838250.0,3827454,4010796,1258939.0,1324902.0,1005752.0,966544.0,945695.0,882843.0,390868.0,355849.0,409542.0,297316.0,2583841.0,1972296.0,1828538.0,746717.0,706858.0
Azerbaijan,1998,7913000.0,3864371,4048629,1249231.0,1320148.0,1018344.0,977923.0,969296.0,899123.0,391910.0,358850.0,419848.0,308327.0,2569379.0,1996267.0,1868419.0,750760.0,728175.0
Azerbaijan,1999,7982750.0,3899994,4082756,1233420.0,1309811.0,1034683.0,993361.0,989041.0,912951.0,399209.0,367958.0,426403.0,315913.0,2543231.0,2028044.0,1901992.0,767167.0,742316.0
Azerbaijan,2000,8048600.0,3935204,4113396,1212117.0,1294837.0,1054123.0,1012574.0,1005347.0,924674.0,414187.0,384077.0,427622.0,319042.0,2506954.0,2066697.0,1930021.0,798264.0,746664.0
Azerbaijan,2001,8111200.0,3970493,4140707,1181380.0,1266230.0,1075843.0,1043168.0,1015899.0,932628.0,438855.0,407804.0,428730.0,320663.0,2447610.0,2119011.0,1948527.0,846659.0,749393.0
Azerbaijan,2002,8171950.0,4006311,4165639,1149526.0,1237207.0,1100249.0,1075962.0,1020908.0,937213.0,469995.0,437291.0,424961.0,318638.0,2386733.0,2176211.0,1958121.0,907286.0,743599.0
Azerbaijan,2003,8234100.0,4043667,4190433,1116229.0,1207992.0,1127309.0,1110563.0,1021760.0,939096.0,506692.0,471526.0,418443.0,314490.0,2324221.0,2237872.0,1960856.0,978218.0,732933.0
Azerbaijan,2004,8306500.0,4086139,4220361,1082257.0,1179510.0,1157387.0,1147180.0,1020512.0,939493.0,548023.0,509631.0,412182.0,310325.0,2261767.0,2304567.0,1960005.0,1057654.0,722507.0
Azerbaijan,2005,8391850.0,4134503,4257347,1048744.0,1152394.0,1189731.0,1184964.0,1018080.0,939063.0,593002.0,550801.0,407790.0,307281.0,2201138.0,2374695.0,1957143.0,1143803.0,715071.0
Azerbaijan,2006,8484550.0,4185803,4298747,1023647.0,1133783.0,1219579.0,1219879.0,1011449.0,935413.0,638823.0,591781.0,405249.0,304947.0,2157430.0,2439458.0,1946862.0,1230604.0,710196.0
Azerbaijan,2007,8581300.0,4238519,4342781,997839.0,1114776.0,1249781.0,1253811.0,1003352.0,931070.0,687619.0,635532.0,404190.0,303330.0,2112615.0,2503592.0,1934422.0,1323151.0,707520.0
Azerbaijan,2008,8763400.0,4333036,4430364,983311.0,1108020.0,1289541.0,1296063.0,1004815.0,936810.0,743903.0,686343.0,408794.0,305800.0,2091331.0,2585604.0,1941625.0,1430246.0,714594.0
Bahrain,1970,212605.0,114922,97683,47530.0,47725.0,23287.0,30716.0,15187.0,20658.0,7694.0,11122.0,3985.0,4701.0,95255.0,54003.0,35845.0,18816.0,8686.0
Bahrain,1971,220312.0,119424,100888,48422.0,48446.0,24768.0,33589.0,15617.0,21192.0,8046.0,11451.0,4035.0,4746.0,96868.0,58357.0,36809.0,19497.0,8781.0
Bahrain,1972,229155.0,124809,104346,49085.0,49021.0,26513.0,36951.0,16173.0,22063.0,8480.0,11957.0,4095.0,4817.0,98106.0,63464.0,38236.0,20437.0,8912.0
Bahrain,1973,239527.0,131354,108173,49749.0,49773.0,28489.0,40749.0,16792.0,23271.0,8970.0,12616.0,4173.0,4945.0,99522.0,69238.0,40063.0,21586.0,9118.0
Bahrain,1974,251911.0,139372,112539,50744.0,51064.0,30615.0,44923.0,17394.0,24825.0,9490.0,13396.0,4296.0,5164.0,101808.0,75538.0,42219.0,22886.0,9460.0
Bahrain,1975,266543.0,149005,117538,52246.0,53087.0,32820.0,49371.0,17957.0,26770.0,10034.0,14275.0,4481.0,5502.0,105333.0,82191.0,44727.0,24309.0,9983.0
Bahrain,1976,283752.0,160519,123233,53809.0,54556.0,35775.0,56013.0,18457.0,29226.0,10498.0,14900.0,4694.0,5824.0,108365.0,91788.0,47683.0,25398.0,10518.0
Bahrain,1977,303175.0,173644,129531,55670.0,56767.0,38861.0,62609.0,19042.0,32405.0,11013.0,15612.0,4945.0,6251.0,112437.0,101470.0,51447.0,26625.0,11196.0
Bahrain,1978,323473.0,187255,136218,57672.0,59343.0,41940.0,68539.0,19798.0,36307.0,11573.0,16351.0,5235.0,6715.0,117015.0,110479.0,56105.0,27924.0,11950.0
Bahrain,1979,342798.0,199835,142963,59583.0,61623.0,44888.0,73083.0,20794.0,40899.0,12166.0,17086.0,5532.0,7144.0,121206.0,117971.0,61693.0,29252.0,12676.0
Bahrain,1980,359888.0,210355,149533,61276.0,63146.0,47603.0,75763.0,22039.0,46129.0,12767.0,17825.0,5848.0,7492.0,124422.0,123366.0,68168.0,30592.0,13340.0
Bahrain,1981,374120.0,218279,155841,62449.0,65230.0,50181.0,75350.0,23886.0,51401.0,13044.0,18279.0,6281.0,8019.0,127679.0,125531.0,75287.0,31323.0,14300.0
Bahrain,1982,385950.0,224029,161921,63815.0,66839.0,51885.0,73432.0,26283.0,56889.0,13237.0,18498.0,6701.0,8371.0,130654.0,125317.0,83172.0,31735.0,15072.0
Bahrain,1983,396454.0,228602,167852,65330.0,68271.0,52746.0,70714.0,29300.0,62503.0,13367.0,18523.0,7109.0,8591.0,133601.0,123460.0,91803.0,31890.0,15700.0
Bahrain,1984,407227.0,233474,173753,66965.0,69923.0,52872.0,67950.0,32956.0,68266.0,13451.0,18575.0,7509.0,8760.0,136888.0,120822.0,101222.0,32026.0,16269.0
Bahrain,1985,419430.0,239714,179716,68681.0,72054.0,52426.0,65541.0,37193.0,74275.0,13512.0,18919.0,7904.0,8925.0,140735.0,117967.0,111468.0,32431.0,16829.0
Bahrain,1986,433482.0,247705,185777,71144.0,74370.0,54273.0,68727.0,38448.0,75659.0,13948.0,19934.0,7964.0,9015.0,145514.0,123000.0,114107.0,33882.0,16979.0
Bahrain,1987,448973.0,257059,191914,73343.0,76741.0,56282.0,72000.0,39826.0,78099.0,14400.0,21010.0,8063.0,9209.0,150084.0,128282.0,117925.0,35410.0,17272.0
Bahrain,1988,465202.0,267170,198032,75411.0,79222.0,58257.0,74909.0,41309.0,81614.0,14848.0,21969.0,8207.0,9456.0,154633.0,133166.0,122923.0,36817.0,17663.0
Bahrain,1989,481090.0,277090,204000,77286.0,81544.0,60095.0,77093.0,42961.0,86045.0,15282.0,22704.0,8376.0,9704.0,158830.0,137188.0,129006.0,37986.0,18080.0
Bahrain,1990,495931.0,286170,209761,78795.0,83323.0,61765.0,78426.0,44985.0,91326.0,15677.0,23208.0,8539.0,9887.0,162118.0,140191.0,136311.0,38885.0,18426.0
Bahrain,1991,509765.0,294453,215312,80273.0,85036.0,62891.0,80918.0,47312.0,93672.0,16043.0,24637.0,8793.0,10190.0,165309.0,143809.0,140984.0,40680.0,18983.0
Bahrain,1992,523087.0,302323,220764,81200.0,86021.0,64226.0,83478.0,49634.0,96036.0,16628.0,26325.0,9076.0,10463.0,167221.0,147704.0,145670.0,42953.0,19539.0
Bahrain,1993,536213.0,309882,226331,81815.0,86501.0,65676.0,85755.0,51905.0,98636.0,17468.0,28240.0,9467.0,10750.0,168316.0,151431.0,150541.0,45708.0,20217.0
Bahrain,1994,549588.0,317315,232273,82413.0,86783.0,67223.0,87547.0,54137.0,101610.0,18538.0,30337.0,9962.0,11038.0,169196.0,154770.0,155747.0,48875.0,21000.0
Bahrain,1995,563699.0,324897,238802,83272.0,87225.0,68830.0,88735.0,56459.0,105102.0,19757.0,32532.0,10484.0,11303.0,170497.0,157565.0,161561.0,52289.0,21787.0
Bahrain,1996,578668.0,332613,246055,85075.0,89137.0,70261.0,90562.0,59679.0,107219.0,20244.0,34106.0,10796.0,11589.0,174212.0,160823.0,166898.0,54350.0,22385.0
Bahrain,1997,594930.0,340858,254072,87020.0,90977.0,72042.0,92754.0,63083.0,109220.0,20801.0,36026.0,11126.0,11881.0,177997.0,164796.0,172303.0,56827.0,23007.0
Bahrain,1998,613702.0,350778,262924,89547.0,93706.0,73906.0,95061.0,66427.0,111387.0,21522.0,38437.0,11522.0,12187.0,183253.0,168967.0,177814.0,59959.0,23709.0
Bahrain,1999,636545.0,363871,272674,92779.0,97930.0,75735.0,97608.0,69619.0,114265.0,22549.0,41519.0,11992.0,12549.0,190709.0,173343.0,183884.0,64068.0,24541.0
Bahrain,2000,664614.0,381226,283388,96588.0,103731.0,77556.0,100632.0,72728.0,118476.0,23978.0,45427.0,12538.0,12960.0,200319.0,178188.0,191204.0,69405.0,25498.0
Bahrain,2001,697549.0,402690,294859,98210.0,104700.0,82881.0,112204.0,74734.0,125310.0,26096.0,47284.0,12938.0,13192.0,202910.0,195085.0,200044.0,73380.0,26130.0
Bahrain,2002,735148.0,428002,307146,100076.0,106370.0,87874.0,124076.0,77292.0,134036.0,28529.0,49964.0,13375.0,13556.0,206446.0,211950.0,211328.0,78493.0,26931.0
Bahrain,2003,778711.0,457881,320830,102432.0,109247.0,92497.0,135988.0,80725.0,144827.0,31302.0,53750.0,13874.0,14069.0,211679.0,228485.0,225552.0,85052.0,27943.0
Bahrain,2004,829848.0,493193,336655,105515.0,113509.0,96952.0,147865.0,85347.0,158142.0,34409.0,58947.0,14432.0,14730.0,219024.0,244817.0,243489.0,93356.0,29162.0
Bahrain,2005,889168.0,534147,355021,109423.0,118953.0,101381.0,159428.0,91346.0,174405.0,37818.0,65850.0,15053.0,15511.0,228376.0,260809.0,265751.0,103668.0,30564.0
Bahrain,2006,958414.0,582041,376373,111810.0,119994.0,109717.0,181544.0,97313.0,188581.0,41775.0,75455.0,15758.0,16467.0,231804.0,291261.0,285894.0,117230.0,32225.0
Bahrain,2007,1035891.0,635708,400183,114931.0,122507.0,118399.0,202128.0,103985.0,207184.0,46288.0,86006.0,16580.0,17883.0,237438.0,320527.0,311169.0,132294.0,34463.0
Bahrain,2008,1114590.0,689914,424676,118288.0,125688.0,126519.0,218598.0,111146.0,229123.0,51197.0,96756.0,17526.0,19749.0,243976.0,345117.0,340269.0,147953.0,37275.0
Belarus,1970,9040000.0,4154716,4885284,1257101.0,1322141.0,938053.0,957570.0,1138266.0,995864.0,769458.0,460761.0,782406.0,418380.0,2579242.0,1895623.0,2134130.0,1230219.0,1200786.0
Belarus,1971,9115576.0,4194770,4920806,1233831.0,1297685.0,964615.0,990947.0,1126355.0,996954.0,787965.0,481102.0,808040.0,428082.0,2531516.0,1955562.0,2123309.0,1269067.0,1236122.0
Belarus,1972,9188968.0,4233917,4955051,1212966.0,1275348.0,999313.0,1030862.0,1101151.0,984882.0,807022.0,505812.0,834599.0,437013.0,2488314.0,2030175.0,2086033.0,1312834.0,1271612.0
Belarus,1973,9257272.0,4270781,4986491,1193626.0,1253967.0,1037638.0,1073481.0,1068219.0,964533.0,827838.0,534294.0,859170.0,444506.0,2447593.0,2111119.0,2032752.0,1362132.0,1303676.0
Belarus,1974,9317584.0,4303954,5013630,1174223.0,1231970.0,1073155.0,1113191.0,1035803.0,943539.0,852403.0,565961.0,878046.0,449293.0,2406193.0,2186346.0,1979342.0,1418364.0,1327339.0
Belarus,1975,9367000.0,4332035,5034965,1153400.0,1208401.0,1101794.0,1146240.0,1008952.0,926656.0,881234.0,600128.0,889585.0,450610.0,2361801.0,2248034.0,1935608.0,1481362.0,1340195.0
Belarus,1976,9411000.0,4357569,5053431,1138056.0,1189932.0,1132521.0,1178413.0,980620.0,906406.0,910688.0,636119.0,891546.0,446699.0,2327988.0,2310934.0,1887026.0,1546807.0,1338245.0
Belarus,1977,9463000.0,4386783,5076217,1118602.0,1168079.0,1159732.0,1206982.0,963463.0,895953.0,944623.0,674768.0,889797.0,441001.0,2286681.0,2366714.0,1859416.0,1619391.0,1330798.0
Belarus,1978,9525000.0,4420493,5104507,1098855.0,1146417.0,1181780.0,1230096.0,955811.0,894503.0,980068.0,714254.0,887993.0,435223.0,2245272.0,2411876.0,1850314.0,1694322.0,1323216.0
Belarus,1979,9584000.0,4452537,5131463,1083280.0,1129179.0,1195708.0,1244202.0,950840.0,896301.0,1011885.0,751992.0,889750.0,430863.0,2212459.0,2439910.0,1847141.0,1763877.0,1320613.0
Belarus,1980,9643000.0,4484219,5158781,1075600.0,1120007.0,1201751.0,1249309.0,944875.0,897930.0,1038149.0,787485.0,898406.0,429488.0,2195607.0,2451060.0,1842805.0,1825634.0,1327894.0
Belarus,1981,9710000.0,4519131,5190869,1075140.0,1117262.0,1208591.0,1255107.0,938173.0,897754.0,1059277.0,817234.0,909688.0,431774.0,2192402.0,2463698.0,1835927.0,1876511.0,1341462.0
Belarus,1982,9776000.0,4553139,5222861,1082307.0,1123603.0,1209239.0,1252361.0,928571.0,895445.0,1077093.0,846199.0,925651.0,435531.0,2205910.0,2461600.0,1824016.0,1923292.0,1361182.0
Belarus,1983,9843000.0,4587478,5255522,1094585.0,1136177.0,1205260.0,1243122.0,920709.0,895246.0,1089355.0,871262.0,945613.0,441671.0,2230762.0,2448382.0,1815955.0,1960617.0,1387284.0
Belarus,1984,9910000.0,4622105,5287895,1106795.0,1149402.0,1198451.0,1230248.0,921605.0,903446.0,1092633.0,887572.0,968411.0,451437.0,2256197.0,2428699.0,1825051.0,1980205.0,1419848.0
Belarus,1985,9975000.0,4656356,5318644,1116106.0,1160140.0,1189520.0,1215378.0,934925.0,923162.0,1084869.0,892306.0,993224.0,465370.0,2276246.0,2404898.0,1858087.0,1977175.0,1458594.0
Belarus,1986,10043000.0,4692754,5350246,1131386.0,1174528.0,1177091.0,1198443.0,959182.0,951108.0,1064374.0,883009.0,1018213.0,485666.0,2305914.0,2375534.0,1910290.0,1947383.0,1503879.0
Belarus,1987,10111000.0,4729721,5381279,1143050.0,1186095.0,1163269.0,1180366.0,995533.0,990053.0,1033498.0,863343.0,1045929.0,509864.0,2329145.0,2343635.0,1985586.0,1896841.0,1555793.0
Belarus,1988,10140000.0,4748401,5391599,1146590.0,1190153.0,1144901.0,1157433.0,1035516.0,1031553.0,993809.0,835352.0,1070783.0,533910.0,2336743.0,2302334.0,2067069.0,1829161.0,1604693.0
Belarus,1989,10170000.0,4766670,5403330,1147621.0,1192069.0,1127508.0,1134752.0,1075689.0,1072512.0,958018.0,810515.0,1094494.0,556822.0,2339690.0,2262260.0,2148201.0,1768533.0,1651316.0
Belarus,1990,10189000.0,4778366,5410634,1145190.0,1190237.0,1110344.0,1111580.0,1110126.0,1107344.0,930446.0,792820.0,1114528.0,576385.0,2335427.0,2221924.0,2217470.0,1723266.0,1690913.0
Belarus,1991,10194000.0,4781766,5412234,1140494.0,1186464.0,1094687.0,1094040.0,1138256.0,1132806.0,909505.0,776298.0,1129292.0,592158.0,2326958.0,2188727.0,2271062.0,1685803.0,1721450.0
Belarus,1992,10216000.0,4791663,5424337,1133908.0,1179197.0,1082718.0,1080613.0,1164499.0,1156589.0,900759.0,769844.0,1142453.0,605420.0,2313105.0,2163331.0,2321088.0,1670603.0,1747873.0
Belarus,1993,10239000.0,4801233,5437767,1123594.0,1167475.0,1074015.0,1070985.0,1186619.0,1176305.0,899415.0,769678.0,1154124.0,616790.0,2291069.0,2145000.0,2362924.0,1669093.0,1770914.0
Belarus,1994,10227000.0,4794613,5432387,1106010.0,1148769.0,1066484.0,1063471.0,1200175.0,1187149.0,896653.0,768962.0,1163065.0,626262.0,2254779.0,2129955.0,2387324.0,1665615.0,1789327.0
Belarus,1995,10194000.0,4779054,5414946,1083076.0,1125663.0,1062518.0,1060764.0,1206475.0,1190318.0,890570.0,766684.0,1172307.0,635625.0,2208739.0,2123282.0,2396793.0,1657254.0,1807932.0
Belarus,1996,10160000.0,4764284,5395716,1046708.0,1091525.0,1065552.0,1068490.0,1209138.0,1188665.0,886344.0,765398.0,1187974.0,650206.0,2138233.0,2134042.0,2397803.0,1651742.0,1838180.0
Belarus,1997,10117000.0,4746193,5370807,1011634.0,1058783.0,1070854.0,1079560.0,1204570.0,1180435.0,879302.0,762986.0,1204447.0,664429.0,2070417.0,2150414.0,2385005.0,1642288.0,1868876.0
Belarus,1998,10069000.0,4725847,5343153,976193.0,1025322.0,1077859.0,1092644.0,1195329.0,1168633.0,873881.0,762872.0,1219891.0,676376.0,2001515.0,2170503.0,2363962.0,1636753.0,1896267.0
Belarus,1999,10026738.0,4707116,5319622,939333.0,989301.0,1086193.0,1106781.0,1185081.0,1156942.0,877535.0,770724.0,1231480.0,683368.0,1928634.0,2192974.0,2342023.0,1648259.0,1914848.0
Belarus,2000,9979610.0,4684213,5295397,900033.0,949215.0,1093564.0,1119477.0,1173575.0,1144668.0,892921.0,788071.0,1235304.0,682782.0,1849248.0,2213041.0,2318243.0,1680992.0,1918086.0
Belarus,2001,9928549.0,4657329,5271220,864529.0,913505.0,1100449.0,1128379.0,1158156.0,1125942.0,917040.0,810599.0,1231046.0,678904.0,1778034.0,2228828.0,2284098.0,1727639.0,1909950.0
Belarus,2002,9865548.0,4623104,5242444,827362.0,875073.0,1105248.0,1135241.0,1140664.0,1104982.0,951301.0,840546.0,1217869.0,667262.0,1702435.0,2240489.0,2245646.0,1791847.0,1885131.0
Belarus,2003,9796749.0,4585022,5211727,790918.0,836667.0,1107397.0,1139522.0,1122253.0,1083271.0,991243.0,874248.0,1199916.0,651314.0,1627585.0,2246919.0,2205524.0,1865491.0,1851230.0
Belarus,2004,9730146.0,4547723,5182423,758849.0,802614.0,1106181.0,1140480.0,1104051.0,1062338.0,1030111.0,906543.0,1183231.0,635748.0,1561463.0,2246661.0,2166389.0,1936654.0,1818979.0
Belarus,2005,9663915.0,4511062,5152853,732590.0,774794.0,1100474.0,1137027.0,1086107.0,1042532.0,1062917.0,933796.0,1170765.0,622913.0,1507384.0,2237501.0,2128639.0,1996713.0,1793678.0
Belarus,2006,9604924.0,4478373,5126551,713782.0,754614.0,1094044.0,1132659.0,1066605.0,1020641.0,1087683.0,950859.0,1164437.0,619600.0,1468396.0,2226703.0,2087246.0,2038542.0,1784037.0
Belarus,2007,9560953.0,4453195,5107758,699413.0,739274.0,1085825.0,1126643.0,1049697.0,1002436.0,1108869.0,965244.0,1163954.0,619598.0,1438687.0,2212468.0,2052133.0,2074113.0,1783552.0
Belarus,2008,9527985.0,4433893,5094092,689822.0,729146.0,1074809.0,1118036.0,1035832.0,988377.0,1125840.0,976526.0,1167789.0,621808.0,1418968.0,2192845.0,2024209.0,2102366.0,1789597.0
Belgium,1970,9655549.0,4732626,4922923,1109892.0,1164496.0,986176.0,1016903.0,933600.0,935222.0,839906.0,826779.0,1053349.0,789226.0,2274388.0,2003079.0,1868822.0,1666685.0,1842575.0
Belgium,1971,9673162.0,4739202,4933960,1101300.0,1155651.0,1005800.0,1038109.0,921311.0,921727.0,841033.0,827964.0,1064516.0,795751.0,2256951.0,2043909.0,1843038.0,1668997.0,1860267.0
Belgium,1972,9711115.0,4755653,4955462,1095238.0,1149465.0,1030008.0,1063698.0,911146.0,911194.0,841625.0,828399.0,1077445.0,802897.0,2244703.0,2093706.0,1822340.0,1670024.0,1880342.0
Belgium,1973,9741720.0,4768512,4973208,1087232.0,1141268.0,1054425.0,1089349.0,901988.0,902410.0,841803.0,828329.0,1087760.0,807156.0,2228500.0,2143774.0,1804398.0,1670132.0,1894916.0
Belgium,1974,9772419.0,4781582,4990837,1076511.0,1130320.0,1077415.0,1113695.0,896451.0,897830.0,846378.0,832649.0,1094082.0,807088.0,2206831.0,2191110.0,1794281.0,1679027.0,1901170.0
Belgium,1975,9800700.0,4793742,5006958,1062343.0,1115892.0,1096998.0,1134875.0,895415.0,898187.0,857238.0,843284.0,1094964.0,801504.0,2178235.0,2231873.0,1793602.0,1700522.0,1896468.0
Belgium,1976,9818227.0,4800959,5017268,1047020.0,1099798.0,1111233.0,1150327.0,896920.0,900760.0,870792.0,854914.0,1091303.0,795160.0,2146818.0,2261560.0,1797680.0,1725706.0,1886463.0
Belgium,1977,9830358.0,4805831,5024527,1027938.0,1079934.0,1121582.0,1162121.0,903380.0,908660.0,889905.0,871952.0,1081722.0,783164.0,2107872.0,2283703.0,1812040.0,1761857.0,1864886.0
Belgium,1978,9839534.0,4809540,5029994,1006802.0,1058040.0,1128894.0,1171081.0,913550.0,920540.0,910766.0,890638.0,1069982.0,769241.0,2064842.0,2299975.0,1834090.0,1801404.0,1839223.0
Belgium,1979,9848382.0,4813315,5035067,986257.0,1036833.0,1134641.0,1178516.0,925160.0,934065.0,927443.0,905307.0,1061566.0,758594.0,2023090.0,2313157.0,1859225.0,1832750.0,1820160.0
Belgium,1980,9859242.0,4818261,5040981,967888.0,1017935.0,1139787.0,1185290.0,936914.0,947928.0,936510.0,912876.0,1059882.0,754232.0,1985823.0,2325077.0,1884842.0,1849386.0,1814114.0
Belgium,1981,9858982.0,4817946,5041036,949184.0,998441.0,1141117.0,1188012.0,947218.0,959718.0,937402.0,911041.0,1066115.0,760734.0,1947625.0,2329129.0,1906936.0,1848443.0,1826849.0
Belgium,1982,9856303.0,4816634,5039669,933214.0,981771.0,1140750.0,1188860.0,956789.0,971074.0,931078.0,902932.0,1077838.0,771997.0,1914985.0,2329610.0,1927863.0,1834010.0,1849835.0
